Sheet Name,Employee Code,Name,Month,Day,Value
Apr 2022,Atq -343,Myla Klein,April,16,WO
June 2022,Atq -343,Myla Klein,June,16,P
May 2022,Atq -343,Myla Klein,May,16,P
Apr 2022,Atq -348,Weston Horton,April,16,WO
June 2022,Atq -348,Weston Horton,June,16,P
June 2022,Atq -348,Zaiden Wheeler,June,16,WFH
May 2022,Atq -348,Weston Horton,May,16,P
Apr 2022,Atq -349,Trystan Ortega,April,16,WO
May 2022,Atq -349,Trystan Ortega,May,16,P
June 2022,Atq -350,Alexander Davenport,June,16,WFH
June 2022,Atq -361,Makai Hardy,June,16,WFH
June 2022,Atq -362,Kiana Mcmillan,June,16,P
May 2022,Atq -362,Kiana Mcmillan,May,16,P
June 2022,Atq -364,Keaton Nixon,June,16,P
May 2022,Atq -364,Keaton Nixon,May,16,P
Apr 2022,Atq -366,Peter Pandey,April,16,WO
June 2022,Atq -366,Peter Pandey,June,16,P
May 2022,Atq -366,Peter Pandey,May,16,P
Apr 2022,Atq -367,Briley Orr,April,16,WO
June 2022,Atq -367,Briley Orr,June,16,P
May 2022,Atq -367,Briley Orr,May,16,P
Apr 2022,Atq -368,Macie Callahan,April,16,WO
June 2022,Atq -368,Macie Callahan,June,16,WFH
May 2022,Atq -368,Macie Callahan,May,16,P
Apr 2022,Atq -369,Greta Horton,April,16,WO
Apr 2022,Atq -370,Ella Roth,April,16,WO
June 2022,Atq -370,Ella Roth,June,16,P
May 2022,Atq -370,Ella Roth,May,16,WFH
June 2022,Atq -371,Kayleigh Kennedy,June,16,LWP
Apr 2022,Atq -372,Miley Combs,April,16,WO
June 2022,Atq -372,Miley Combs,June,16,LWP
May 2022,Atq -372,Miley Combs,May,16,P
Apr 2022,Atq -373,Isiah Small,April,16,WO
June 2022,Atq -373,Isiah Small,June,16,P
May 2022,Atq -373,Isiah Small,May,16,P
Apr 2022,Atq -374,Kaley Fitzpatrick,April,16,WO
June 2022,Atq -374,Kaley Fitzpatrick,June,16,WFH
May 2022,Atq -374,Kaley Fitzpatrick,May,16,P
Apr 2022,Atq -375,Hailee Fitzpatrick,April,16,WO
Apr 2022,Atq -375,Kenley Marsh,April,16,WO
June 2022,Atq -375,Hailee Fitzpatrick,June,16,P
June 2022,Atq -375,Kenley Marsh,June,16,P
May 2022,Atq -375,Hailee Fitzpatrick,May,16,P
May 2022,Atq -375,Kenley Marsh,May,16,P
Apr 2022,Atq -376,Dominique Benjamin,April,16,WO
June 2022,Atq -376,Dominique Benjamin,June,16,P
May 2022,Atq -376,Dominique Benjamin,May,16,HLWP
Apr 2022,Atq -382,Gustavo Ritter,April,16,WO
June 2022,Atq -382,Gustavo Ritter,June,16,WFH
May 2022,Atq -382,Gustavo Ritter,May,16,WFH
Apr 2022,Atq -385,Finnegan Gilbert,April,16,WO
Apr 2022,Atq -385,Jase Ingram,April,16,WO
June 2022,Atq -385,Alyson Huber,June,16,P
June 2022,Atq -385,Jase Ingram,June,16,P
May 2022,Atq -385,Finnegan Gilbert,May,16,P
May 2022,Atq -385,Jase Ingram,May,16,P
Apr 2022,Atq -387,Konner Henson,April,16,WO
May 2022,Atq -387,Konner Henson,May,16,LWP
June 2022,Atq -389,Julien Hamilton,June,16,P
Apr 2022,Atq -393,Emma Freeman,April,16,WO
Apr 2022,Atq -393,Janelle Raymond,April,16,WO
June 2022,Atq -393,Emma Freeman,June,16,HSL
May 2022,Atq -393,Emma Freeman,May,16,PL
Apr 2022,Atq -396,Joel Cruz,April,16,WO
Apr 2022,Atq -396,Karma Reeves,April,16,WO
June 2022,Atq -396,Joel Cruz,June,16,P
June 2022,Atq -396,Karma Reeves,June,16,P
May 2022,Atq -396,Joel Cruz,May,16,P
May 2022,Atq -396,Karma Reeves,May,16,P
Apr 2022,Atq -397,Grace Stone,April,16,WO
June 2022,Atq -397,Grace Stone,June,16,P
May 2022,Atq -397,Grace Stone,May,16,P
Apr 2022,Atq -398,Bo Cordova,April,16,WO
Apr 2022,Atq -398,Salvatore Hendrix,April,16,WO
June 2022,Atq -398,Bo Cordova,June,16,WFH
May 2022,Atq -398,Bo Cordova,May,16,P
May 2022,Atq -398,Salvatore Hendrix,May,16,WFH
Apr 2022,Atq -400,Chad Macias,April,16,WO
May 2022,Atq -400,Chad Macias,May,16,P
Apr 2022,Atq -403,Will Mahoney,April,16,WO
June 2022,Atq -403,Will Mahoney,June,16,P
May 2022,Atq -403,Will Mahoney,May,16,P
Apr 2022,Atq -404,Ana Little,April,16,WO
June 2022,Atq -404,Ana Little,June,16,PL
May 2022,Atq -404,Ana Little,May,16,P
Apr 2022,Atq -405,Chris Frye,April,16,WO
Apr 2022,Atq -405,Sofia Solis,April,16,WO
June 2022,Atq -405,Sofia Solis,June,16,P
June 2022,Atq -405,Chris Frye,June,16,WFH
May 2022,Atq -405,Chris Frye,May,16,P
May 2022,Atq -405,Sofia Solis,May,16,P
Apr 2022,Atq -406,Thanos Thakur,April,16,WO
June 2022,Atq -406,Thanos Thakur,June,16,P
May 2022,Atq -406,Thanos Thakur,May,16,P
Apr 2022,Atq -408,Nick Orozco,April,16,WO
June 2022,Atq -408,Nick Orozco,June,16,LWP
May 2022,Atq -408,Nick Orozco,May,16,LWP
Apr 2022,Atq -411,Nevaeh Waller,April,16,WO
June 2022,Atq -411,Nevaeh Waller,June,16,P
June 2022,Atq -411,Samuel Murray,June,16,P
May 2022,Atq -411,Nevaeh Waller,May,16,P
May 2022,Atq -411,Samuel Murray,May,16,P
Apr 2022,Atq -412,Tucker Austin,April,16,WO
June 2022,Atq -412,Tucker Austin,June,16,P
May 2022,Atq -412,Tucker Austin,May,16,P
Apr 2022,Atq -414,Titus Andersen,April,16,WO
June 2022,Atq -414,Mckayla Miles,June,16,P
June 2022,Atq -414,Titus Andersen,June,16,P
May 2022,Atq -414,Titus Andersen,May,16,P
Apr 2022,Atq -418,Hillary Kirk,April,16,WO
Apr 2022,Atq -418,Marquis Wyatt,April,16,WO
June 2022,Atq -418,Hillary Kirk,June,16,P
June 2022,Atq -418,Marquis Wyatt,June,16,P
May 2022,Atq -418,Hillary Kirk,May,16,P
May 2022,Atq -418,Marquis Wyatt,May,16,P
Apr 2022,Atq -419,Faith Hamilton,April,16,WO
Apr 2022,Atq -419,Kaylah Schultz,April,16,WO
June 2022,Atq -419,Faith Hamilton,June,16,ML
June 2022,Atq -419,Kaylah Schultz,June,16,WFH
May 2022,Atq -419,Faith Hamilton,May,16,P
May 2022,Atq -419,Kaylah Schultz,May,16,PL
Apr 2022,Atq -421,Rylee Mullins,April,16,WO
June 2022,Atq -421,Rylee Mullins,June,16,P
May 2022,Atq -421,Rylee Mullins,May,16,PL
Apr 2022,Atq -423,Rodrigo Price,April,16,WO
June 2022,Atq -423,Rodrigo Price,June,16,P
May 2022,Atq -423,Rodrigo Price,May,16,WFH
Apr 2022,Atq -426,Roman Colon,April,16,WO
Apr 2022,Atq -428,Ciara Allison,April,16,WO
Apr 2022,Atq -430,Maximus Mckenzie,April,16,WO
May 2022,Atq -430,Maximus Mckenzie,May,16,WFH
Apr 2022,Atq -432,Ryann Guerrero,April,16,WO
June 2022,Atq -432,Ryann Guerrero,June,16,P
May 2022,Atq -432,Ryann Guerrero,May,16,PL
Apr 2022,Atq -433,Jayce Fuentes,April,16,WO
June 2022,Atq -433,Jayce Fuentes,June,16,P
May 2022,Atq -433,Jayce Fuentes,May,16,P
Apr 2022,Atq -435,Dean Mclaughlin,April,16,WO
May 2022,Atq -435,Dean Mclaughlin,May,16,PL
Apr 2022,Atq -436,Phoenix Brady,April,16,WO
June 2022,Atq -436,Phoenix Brady,June,16,P
May 2022,Atq -436,Phoenix Brady,May,16,HSL
Apr 2022,Atq -437,Dallas Weeks,April,16,WO
June 2022,Atq -437,Dallas Weeks,June,16,P
May 2022,Atq -437,Dallas Weeks,May,16,P
Apr 2022,Atq -438,Mekhi Singleton,April,16,WO
Apr 2022,Atq -438,Miles Fields,April,16,WO
June 2022,Atq -438,Mekhi Singleton,June,16,P
June 2022,Atq -438,Miles Fields,June,16,P
May 2022,Atq -438,Mekhi Singleton,May,16,P
May 2022,Atq -438,Miles Fields,May,16,P
Apr 2022,Atq -440,Mckayla Parker,April,16,WO
June 2022,Atq -440,Mckayla Parker,June,16,P
May 2022,Atq -440,Mckayla Parker,May,16,P
Apr 2022,Atq -441,Loki Lal,April,16,WO
June 2022,Atq -441,Loki Lal,June,16,P
May 2022,Atq -441,Loki Lal,May,16,P
Apr 2022,Atq -443,Andrew Cummings,April,16,WO
Apr 2022,Atq -443,Lyric Bartlett,April,16,WO
June 2022,Atq -443,Lyric Bartlett,June,16,P
May 2022,Atq -443,Lyric Bartlett,May,16,P
Apr 2022,Atq -446,April Ayers,April,16,WO
June 2022,Atq -446,April Ayers,June,16,P
May 2022,Atq -446,April Ayers,May,16,P
June 2022,Atq -448,Athena Rios,June,16,P
May 2022,Atq -448,Athena Rios,May,16,P
Apr 2022,Atq -450,Miya Hampton,April,16,WO
June 2022,Atq -450,Miya Hampton,June,16,P
May 2022,Atq -450,Miya Hampton,May,16,P
Apr 2022,Atq -452,Ayanna Atkins,April,16,WO
June 2022,Atq -452,Ayanna Atkins,June,16,HLWP
June 2022,Atq -452,Jaime Ritter,June,16,P
May 2022,Atq -452,Ayanna Atkins,May,16,SL
Apr 2022,Atq -453,Nehemiah Diaz,April,16,WO
June 2022,Atq -453,Nehemiah Diaz,June,16,P
May 2022,Atq -453,Nehemiah Diaz,May,16,P
Apr 2022,Atq -455,Caylee Meadows,April,16,WO
June 2022,Atq -455,Aditya Walls,June,16,P
May 2022,Atq -455,Aditya Walls,May,16,P
Apr 2022,Atq -456,Adriel Pace,April,16,WO
June 2022,Atq -456,Adriel Pace,June,16,P
May 2022,Atq -456,Adriel Pace,May,16,P
Apr 2022,Atq -458,Jessie Carrillo,April,16,WO
June 2022,Atq -458,Jessie Carrillo,June,16,P
May 2022,Atq -458,Jessie Carrillo,May,16,P
Apr 2022,Atq -459,Iris Woodard,April,16,WO
June 2022,Atq -459,Iris Woodard,June,16,P
June 2022,Atq -459,Leslie Navarro,June,16,WFH
May 2022,Atq -459,Iris Woodard,May,16,P
Apr 2022,Atq -461,Josh Sharp,April,16,WO
June 2022,Atq -461,Josh Sharp,June,16,P
May 2022,Atq -461,Josh Sharp,May,16,P
Apr 2022,Atq -462,Jarvis Singh,April,16,WO
June 2022,Atq -462,Jarvis Singh,June,16,P
May 2022,Atq -462,Jarvis Singh,May,16,P
Apr 2022,Atq -467,Cason David,April,16,WO
Apr 2022,Atq -467,Esperanza Irwin,April,16,WO
June 2022,Atq -467,Esperanza Irwin,June,16,P
June 2022,Atq -467,Cason David,June,16,SL
May 2022,Atq -467,Cason David,May,16,P
May 2022,Atq -467,Esperanza Irwin,May,16,P
Apr 2022,Atq -468,Xiomara Ruiz,April,16,WO
June 2022,Atq -468,Xiomara Ruiz,June,16,P
May 2022,Atq -468,Xiomara Ruiz,May,16,P
Apr 2022,Atq -470,Jovani Pope,April,16,WO
May 2022,Atq -470,Jovani Pope,May,16,P
Apr 2022,Atq -472,Cristofer Bernard,April,16,WO
June 2022,Atq -472,Cristofer Bernard,June,16,P
June 2022,Atq -472,Quincy Mendez,June,16,P
May 2022,Atq -472,Cristofer Bernard,May,16,P
May 2022,Atq -472,Quincy Mendez,May,16,P
Apr 2022,Atq -475,London Kim,April,16,WO
Apr 2022,Atq -475,Rey Novak,April,16,WO
June 2022,Atq -475,London Kim,June,16,P
June 2022,Atq -475,Rey Novak,June,16,P
May 2022,Atq -475,London Kim,May,16,P
May 2022,Atq -475,Rey Novak,May,16,P
June 2022,Atq -476,Kane Malone,June,16,P
May 2022,Atq -476,Kane Malone,May,16,P
Apr 2022,Atq -484,Adyson Moyer,April,16,WO
Apr 2022,Atq -484,Demarcus Gordon,April,16,WO
June 2022,Atq -484,Adyson Moyer,June,16,P
June 2022,Atq -484,Demarcus Gordon,June,16,P
May 2022,Atq -484,Adyson Moyer,May,16,P
May 2022,Atq -484,Demarcus Gordon,May,16,P
Apr 2022,Atq -485,Gregory Carr,April,16,WO
Apr 2022,Atq -331,Jonah Hamilton,April,17,WO
May 2022,Atq -331,Jonah Hamilton,May,17,P
Apr 2022,Atq -334,Boston Morse,April,17,WO
June 2022,Atq -334,Boston Morse,June,17,P
June 2022,Atq -334,Charity Singleton,June,17,P
May 2022,Atq -334,Boston Morse,May,17,P
Apr 2022,Atq -335,Madelynn Gray,April,17,WO
Apr 2022,Atq -335,Tori Shannon,April,17,WO
June 2022,Atq -335,Tori Shannon,June,17,PL
May 2022,Atq -335,Madelynn Gray,May,17,P
May 2022,Atq -335,Tori Shannon,May,17,P
Apr 2022,Atq -343,Myla Klein,April,17,WO
June 2022,Atq -343,Myla Klein,June,17,P
May 2022,Atq -343,Myla Klein,May,17,P
Apr 2022,Atq -348,Weston Horton,April,17,WO
June 2022,Atq -348,Zaiden Wheeler,June,17,LWP
June 2022,Atq -348,Weston Horton,June,17,P
May 2022,Atq -348,Weston Horton,May,17,P
Apr 2022,Atq -349,Trystan Ortega,April,17,WO
May 2022,Atq -349,Trystan Ortega,May,17,P
June 2022,Atq -350,Alexander Davenport,June,17,WFH
June 2022,Atq -361,Makai Hardy,June,17,WFH
June 2022,Atq -362,Kiana Mcmillan,June,17,P
May 2022,Atq -362,Kiana Mcmillan,May,17,P
June 2022,Atq -364,Keaton Nixon,June,17,P
May 2022,Atq -364,Keaton Nixon,May,17,P
Apr 2022,Atq -366,Peter Pandey,April,17,WO
June 2022,Atq -366,Peter Pandey,June,17,P
May 2022,Atq -366,Peter Pandey,May,17,P
Apr 2022,Atq -367,Briley Orr,April,17,WO
June 2022,Atq -367,Briley Orr,June,17,P
May 2022,Atq -367,Briley Orr,May,17,ML
Apr 2022,Atq -368,Macie Callahan,April,17,WO
June 2022,Atq -368,Macie Callahan,June,17,WFH
May 2022,Atq -368,Macie Callahan,May,17,P
Apr 2022,Atq -369,Greta Horton,April,17,WO
Apr 2022,Atq -370,Ella Roth,April,17,WO
June 2022,Atq -370,Ella Roth,June,17,P
May 2022,Atq -370,Ella Roth,May,17,WFH
June 2022,Atq -371,Kayleigh Kennedy,June,17,P
Apr 2022,Atq -372,Miley Combs,April,17,WO
June 2022,Atq -372,Miley Combs,June,17,LWP
May 2022,Atq -372,Miley Combs,May,17,P
Apr 2022,Atq -373,Isiah Small,April,17,WO
June 2022,Atq -373,Isiah Small,June,17,P
May 2022,Atq -373,Isiah Small,May,17,P
Apr 2022,Atq -374,Kaley Fitzpatrick,April,17,WO
June 2022,Atq -374,Kaley Fitzpatrick,June,17,WFH
May 2022,Atq -374,Kaley Fitzpatrick,May,17,P
Apr 2022,Atq -375,Hailee Fitzpatrick,April,17,WO
Apr 2022,Atq -375,Kenley Marsh,April,17,WO
June 2022,Atq -375,Hailee Fitzpatrick,June,17,P
June 2022,Atq -375,Kenley Marsh,June,17,P
May 2022,Atq -375,Hailee Fitzpatrick,May,17,P
May 2022,Atq -375,Kenley Marsh,May,17,P
Apr 2022,Atq -376,Dominique Benjamin,April,17,WO
June 2022,Atq -376,Dominique Benjamin,June,17,P
May 2022,Atq -376,Dominique Benjamin,May,17,P
Apr 2022,Atq -382,Gustavo Ritter,April,17,WO
June 2022,Atq -382,Gustavo Ritter,June,17,WFH
May 2022,Atq -382,Gustavo Ritter,May,17,WFH
Apr 2022,Atq -385,Finnegan Gilbert,April,17,WO
Apr 2022,Atq -385,Jase Ingram,April,17,WO
June 2022,Atq -385,Alyson Huber,June,17,P
June 2022,Atq -385,Jase Ingram,June,17,P
May 2022,Atq -385,Finnegan Gilbert,May,17,P
May 2022,Atq -385,Jase Ingram,May,17,P
Apr 2022,Atq -387,Konner Henson,April,17,WO
May 2022,Atq -387,Konner Henson,May,17,LWP
June 2022,Atq -389,Julien Hamilton,June,17,P
Apr 2022,Atq -393,Emma Freeman,April,17,WO
Apr 2022,Atq -393,Janelle Raymond,April,17,WO
June 2022,Atq -393,Emma Freeman,June,17,SL
May 2022,Atq -393,Emma Freeman,May,17,P
Apr 2022,Atq -396,Joel Cruz,April,17,WO
Apr 2022,Atq -396,Karma Reeves,April,17,WO
June 2022,Atq -396,Joel Cruz,June,17,P
June 2022,Atq -396,Karma Reeves,June,17,P
May 2022,Atq -396,Joel Cruz,May,17,P
May 2022,Atq -396,Karma Reeves,May,17,P
Apr 2022,Atq -397,Grace Stone,April,17,WO
June 2022,Atq -397,Grace Stone,June,17,P
May 2022,Atq -397,Grace Stone,May,17,P
Apr 2022,Atq -398,Bo Cordova,April,17,WO
Apr 2022,Atq -398,Salvatore Hendrix,April,17,WO
June 2022,Atq -398,Bo Cordova,June,17,WFH
May 2022,Atq -398,Bo Cordova,May,17,P
May 2022,Atq -398,Salvatore Hendrix,May,17,WFH
Apr 2022,Atq -400,Chad Macias,April,17,WO
May 2022,Atq -400,Chad Macias,May,17,P
Apr 2022,Atq -403,Will Mahoney,April,17,WO
June 2022,Atq -403,Will Mahoney,June,17,P
May 2022,Atq -403,Will Mahoney,May,17,P
Apr 2022,Atq -404,Ana Little,April,17,WO
May 2022,Atq -404,Ana Little,May,17,P
Apr 2022,Atq -405,Chris Frye,April,17,WO
Apr 2022,Atq -405,Sofia Solis,April,17,WO
June 2022,Atq -405,Sofia Solis,June,17,HPL
June 2022,Atq -405,Chris Frye,June,17,WFH
May 2022,Atq -405,Chris Frye,May,17,P
May 2022,Atq -405,Sofia Solis,May,17,P
Apr 2022,Atq -406,Thanos Thakur,April,17,WO
June 2022,Atq -406,Thanos Thakur,June,17,P
May 2022,Atq -406,Thanos Thakur,May,17,P
Apr 2022,Atq -408,Nick Orozco,April,17,WO
June 2022,Atq -408,Nick Orozco,June,17,WFH
May 2022,Atq -408,Nick Orozco,May,17,P
Apr 2022,Atq -411,Nevaeh Waller,April,17,WO
June 2022,Atq -411,Nevaeh Waller,June,17,P
June 2022,Atq -411,Samuel Murray,June,17,P
May 2022,Atq -411,Nevaeh Waller,May,17,P
May 2022,Atq -411,Samuel Murray,May,17,P
Apr 2022,Atq -412,Tucker Austin,April,17,WO
June 2022,Atq -412,Tucker Austin,June,17,P
May 2022,Atq -412,Tucker Austin,May,17,P
Apr 2022,Atq -414,Titus Andersen,April,17,WO
June 2022,Atq -414,Mckayla Miles,June,17,P
June 2022,Atq -414,Titus Andersen,June,17,P
May 2022,Atq -414,Titus Andersen,May,17,P
Apr 2022,Atq -418,Hillary Kirk,April,17,WO
Apr 2022,Atq -418,Marquis Wyatt,April,17,WO
June 2022,Atq -418,Marquis Wyatt,June,17,P
June 2022,Atq -418,Hillary Kirk,June,17,WFH
May 2022,Atq -418,Hillary Kirk,May,17,P
May 2022,Atq -418,Marquis Wyatt,May,17,P
Apr 2022,Atq -419,Faith Hamilton,April,17,WO
Apr 2022,Atq -419,Kaylah Schultz,April,17,WO
June 2022,Atq -419,Faith Hamilton,June,17,P
June 2022,Atq -419,Kaylah Schultz,June,17,WFH
May 2022,Atq -419,Faith Hamilton,May,17,P
May 2022,Atq -419,Kaylah Schultz,May,17,PL
Apr 2022,Atq -421,Rylee Mullins,April,17,WO
June 2022,Atq -421,Rylee Mullins,June,17,P
May 2022,Atq -421,Rylee Mullins,May,17,PL
Apr 2022,Atq -423,Rodrigo Price,April,17,WO
June 2022,Atq -423,Rodrigo Price,June,17,SL
May 2022,Atq -423,Rodrigo Price,May,17,WFH
Apr 2022,Atq -426,Roman Colon,April,17,WO
Apr 2022,Atq -428,Ciara Allison,April,17,WO
Apr 2022,Atq -430,Maximus Mckenzie,April,17,WO
May 2022,Atq -430,Maximus Mckenzie,May,17,WFH
Apr 2022,Atq -432,Ryann Guerrero,April,17,WO
June 2022,Atq -432,Ryann Guerrero,June,17,P
May 2022,Atq -432,Ryann Guerrero,May,17,P
Apr 2022,Atq -433,Jayce Fuentes,April,17,WO
June 2022,Atq -433,Jayce Fuentes,June,17,P
May 2022,Atq -433,Jayce Fuentes,May,17,P
Apr 2022,Atq -435,Dean Mclaughlin,April,17,WO
May 2022,Atq -435,Dean Mclaughlin,May,17,HLWP
Apr 2022,Atq -436,Phoenix Brady,April,17,WO
June 2022,Atq -436,Phoenix Brady,June,17,P
May 2022,Atq -436,Phoenix Brady,May,17,P
Apr 2022,Atq -437,Dallas Weeks,April,17,WO
June 2022,Atq -437,Dallas Weeks,June,17,P
May 2022,Atq -437,Dallas Weeks,May,17,P
Apr 2022,Atq -438,Mekhi Singleton,April,17,WO
Apr 2022,Atq -438,Miles Fields,April,17,WO
June 2022,Atq -438,Mekhi Singleton,June,17,P
June 2022,Atq -438,Miles Fields,June,17,P
May 2022,Atq -438,Mekhi Singleton,May,17,P
May 2022,Atq -438,Miles Fields,May,17,P
Apr 2022,Atq -440,Mckayla Parker,April,17,WO
June 2022,Atq -440,Mckayla Parker,June,17,P
May 2022,Atq -440,Mckayla Parker,May,17,P
Apr 2022,Atq -441,Loki Lal,April,17,WO
June 2022,Atq -441,Loki Lal,June,17,P
May 2022,Atq -441,Loki Lal,May,17,P
Apr 2022,Atq -443,Andrew Cummings,April,17,WO
Apr 2022,Atq -443,Lyric Bartlett,April,17,WO
June 2022,Atq -443,Lyric Bartlett,June,17,P
May 2022,Atq -443,Lyric Bartlett,May,17,P
Apr 2022,Atq -446,April Ayers,April,17,WO
June 2022,Atq -446,April Ayers,June,17,P
May 2022,Atq -446,April Ayers,May,17,P
June 2022,Atq -448,Athena Rios,June,17,P
May 2022,Atq -448,Athena Rios,May,17,P
Apr 2022,Atq -450,Miya Hampton,April,17,WO
June 2022,Atq -450,Miya Hampton,June,17,P
May 2022,Atq -450,Miya Hampton,May,17,P
Apr 2022,Atq -452,Ayanna Atkins,April,17,WO
June 2022,Atq -452,Ayanna Atkins,June,17,HLWP
June 2022,Atq -452,Jaime Ritter,June,17,P
May 2022,Atq -452,Ayanna Atkins,May,17,P
Apr 2022,Atq -453,Nehemiah Diaz,April,17,WO
June 2022,Atq -453,Nehemiah Diaz,June,17,P
May 2022,Atq -453,Nehemiah Diaz,May,17,P
Apr 2022,Atq -455,Caylee Meadows,April,17,WO
June 2022,Atq -455,Aditya Walls,June,17,P
May 2022,Atq -455,Aditya Walls,May,17,P
Apr 2022,Atq -456,Adriel Pace,April,17,WO
June 2022,Atq -456,Adriel Pace,June,17,P
May 2022,Atq -456,Adriel Pace,May,17,P
Apr 2022,Atq -458,Jessie Carrillo,April,17,WO
June 2022,Atq -458,Jessie Carrillo,June,17,P
May 2022,Atq -458,Jessie Carrillo,May,17,WFH
Apr 2022,Atq -459,Iris Woodard,April,17,WO
June 2022,Atq -459,Iris Woodard,June,17,P
June 2022,Atq -459,Leslie Navarro,June,17,WFH
May 2022,Atq -459,Iris Woodard,May,17,P
Apr 2022,Atq -461,Josh Sharp,April,17,WO
June 2022,Atq -461,Josh Sharp,June,17,P
May 2022,Atq -461,Josh Sharp,May,17,P
Apr 2022,Atq -462,Jarvis Singh,April,17,WO
June 2022,Atq -462,Jarvis Singh,June,17,P
May 2022,Atq -462,Jarvis Singh,May,17,P
Apr 2022,Atq -467,Cason David,April,17,WO
Apr 2022,Atq -467,Esperanza Irwin,April,17,WO
June 2022,Atq -467,Cason David,June,17,P
June 2022,Atq -467,Esperanza Irwin,June,17,P
May 2022,Atq -467,Esperanza Irwin,May,17,HSL
May 2022,Atq -467,Cason David,May,17,P
Apr 2022,Atq -468,Xiomara Ruiz,April,17,WO
June 2022,Atq -468,Xiomara Ruiz,June,17,P
May 2022,Atq -468,Xiomara Ruiz,May,17,P
Apr 2022,Atq -470,Jovani Pope,April,17,WO
May 2022,Atq -470,Jovani Pope,May,17,P
Apr 2022,Atq -472,Cristofer Bernard,April,17,WO
June 2022,Atq -472,Quincy Mendez,June,17,HWFH
June 2022,Atq -472,Cristofer Bernard,June,17,P
May 2022,Atq -472,Cristofer Bernard,May,17,P
May 2022,Atq -472,Quincy Mendez,May,17,P
Apr 2022,Atq -475,London Kim,April,17,WO
Apr 2022,Atq -475,Rey Novak,April,17,WO
June 2022,Atq -475,London Kim,June,17,P
June 2022,Atq -475,Rey Novak,June,17,P
May 2022,Atq -475,London Kim,May,17,P
May 2022,Atq -475,Rey Novak,May,17,P
June 2022,Atq -476,Kane Malone,June,17,P
May 2022,Atq -476,Kane Malone,May,17,P
Apr 2022,Atq -484,Adyson Moyer,April,17,WO
Apr 2022,Atq -484,Demarcus Gordon,April,17,WO
June 2022,Atq -484,Adyson Moyer,June,17,P
June 2022,Atq -484,Demarcus Gordon,June,17,P
May 2022,Atq -484,Adyson Moyer,May,17,P
May 2022,Atq -484,Demarcus Gordon,May,17,P
Apr 2022,Atq -485,Gregory Carr,April,17,WO
Apr 2022,Atq -331,Jonah Hamilton,April,18,P
May 2022,Atq -331,Jonah Hamilton,May,18,P
Apr 2022,Atq -334,Boston Morse,April,18,P
June 2022,Atq -334,Boston Morse,June,18,WO
June 2022,Atq -334,Charity Singleton,June,18,WO
May 2022,Atq -334,Boston Morse,May,18,P
Apr 2022,Atq -335,Tori Shannon,April,18,P
Apr 2022,Atq -335,Madelynn Gray,April,18,PL
June 2022,Atq -335,Madelynn Gray,June,18,WO
June 2022,Atq -335,Tori Shannon,June,18,WO
May 2022,Atq -335,Madelynn Gray,May,18,P
May 2022,Atq -335,Tori Shannon,May,18,P
Apr 2022,Atq -343,Myla Klein,April,18,P
June 2022,Atq -343,Myla Klein,June,18,WO
May 2022,Atq -343,Myla Klein,May,18,P
Apr 2022,Atq -348,Weston Horton,April,18,P
June 2022,Atq -348,Weston Horton,June,18,WO
June 2022,Atq -348,Zaiden Wheeler,June,18,WO
May 2022,Atq -348,Weston Horton,May,18,P
Apr 2022,Atq -349,Trystan Ortega,April,18,P
June 2022,Atq -349,Trystan Ortega,June,18,WO
May 2022,Atq -349,Trystan Ortega,May,18,P
June 2022,Atq -350,Alexander Davenport,June,18,WO
June 2022,Atq -361,Makai Hardy,June,18,WO
June 2022,Atq -362,Kiana Mcmillan,June,18,WO
May 2022,Atq -362,Kiana Mcmillan,May,18,P
June 2022,Atq -364,Keaton Nixon,June,18,WO
May 2022,Atq -364,Keaton Nixon,May,18,P
Apr 2022,Atq -366,Peter Pandey,April,18,P
June 2022,Atq -366,Peter Pandey,June,18,WO
May 2022,Atq -366,Peter Pandey,May,18,P
Apr 2022,Atq -367,Briley Orr,April,18,P
June 2022,Atq -367,Briley Orr,June,18,WO
May 2022,Atq -367,Briley Orr,May,18,P
Apr 2022,Atq -368,Macie Callahan,April,18,P
June 2022,Atq -368,Macie Callahan,June,18,WO
May 2022,Atq -368,Macie Callahan,May,18,P
Apr 2022,Atq -369,Greta Horton,April,18,P
Apr 2022,Atq -370,Ella Roth,April,18,P
June 2022,Atq -370,Ella Roth,June,18,WO
May 2022,Atq -370,Ella Roth,May,18,WFH
June 2022,Atq -371,Kayleigh Kennedy,June,18,WO
Apr 2022,Atq -372,Miley Combs,April,18,P
June 2022,Atq -372,Miley Combs,June,18,WO
May 2022,Atq -372,Miley Combs,May,18,P
Apr 2022,Atq -373,Isiah Small,April,18,P
June 2022,Atq -373,Isiah Small,June,18,WO
May 2022,Atq -373,Isiah Small,May,18,P
Apr 2022,Atq -374,Kaley Fitzpatrick,April,18,P
June 2022,Atq -374,Kaley Fitzpatrick,June,18,WO
May 2022,Atq -374,Kaley Fitzpatrick,May,18,P
Apr 2022,Atq -375,Hailee Fitzpatrick,April,18,P
Apr 2022,Atq -375,Kenley Marsh,April,18,P
June 2022,Atq -375,Hailee Fitzpatrick,June,18,WO
June 2022,Atq -375,Kenley Marsh,June,18,WO
May 2022,Atq -375,Hailee Fitzpatrick,May,18,P
May 2022,Atq -375,Kenley Marsh,May,18,SL
Apr 2022,Atq -376,Dominique Benjamin,April,18,P
